"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"conhost","1","106","2203408498688","3276800","1609728","8144","C:\Windows\system32\conhost.exe","\\?\C:\Windows\system32\conhost.exe --headless --width 134 --height 30 --signal 0x30c --server 0x318","System.Diagnostics.Process (Code)","Microsoft Corporation","8.3125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4580","8",,"False","4/19/2023 5:21:05 PM",,"9404",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8144","8144","1609728","1609728","108816","108816","1609728","1609728","6750208","6750208","2203409022976","90800128","True","Normal","1609728","1609728","255","1",,"System.Diagnostics.ProcessThreadCollection","106","2203408498688","90275840","False",,,,"3276800","3276800",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:04.1406250","00:00:08.3125000","00:00:04.1718750","conhost","0","","True",,
"conhost","1","104","2203418308608","7491584","6451200","7056","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (node)","Microsoft Corporation","0.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4480","8",,"False","4/19/2023 2:22:17 PM",,"15144",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7056","7056","6451200","6451200","114688","114688","6508544","6508544","10919936","10919936","2203419361280","101138432","True","Normal","6451200","6451200","255","1",,"System.Diagnostics.ProcessThreadCollection","104","2203418308608","100085760","False",,,,"7491584","7491584",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00","00:00:00.0312500","00:00:00.0312500","conhost","0","","True",,
"conhost","1","104","2203418308608","7630848","6455296","7056","C:\Windows\system32\conhost.exe","\??\C:\Windows\system32\conhost.exe 0x4","System.Diagnostics.Process (node)","Microsoft Corporation","0.203125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Console Window Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4228","8",,"False","4/19/2023 2:22:18 PM",,"15728",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7056","7056","6455296","6455296","114688","114688","6512640","6512640","10924032","10924032","2203419361280","101138432","True","Normal","6455296","6455296","255","1",,"System.Diagnostics.ProcessThreadCollection","104","2203418308608","100085760","False",,,,"7630848","7630848",,"System.Diagnostics.ProcessModule (conhost.exe)","00:00:00.1250000","00:00:00.2031250","00:00:00.0781250","conhost","0","","True",,
"CoreSync","1","726","428625920","232329216","223252480","758968","C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe","""C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe""","System.Diagnostics.Process (Adobe Desktop Service)","","712.1875","6.5.0.24","6.5.0","Adobe Content Synchronizer","CoreSync","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4920","8",,"False","4/19/2023 2:22:25 PM",,"16656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","758968","758968","223252480","223252480","267856","267856","226029568","226029568","234635264","234635264","440594432","440594432","True","Normal","223252480","223252480","255","1",,"System.Diagnostics.ProcessThreadCollection","726","428625920","428625920","False",,,,"232329216","232329216",,"System.Diagnostics.ProcessModule (CoreSync.exe)","00:04:49.7968750","00:11:52.1875000","00:07:02.3906250","CoreSync","0","","True",,
"Cortana","1","720","5222850560","27877376","53149696","53672","C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\Cortana.exe","""C:\Program Files\WindowsApps\Microsoft.549981C3F5F10_4.2204.13303.0_x64__8wekyb3d8bbwe\Cortana.exe"" -ServerName:App.AppX2y379sjp88wjq1y80217mddj3fargf2y.mca",,"Microsoft Corporation","0.578125","4.2204.13303.0","4.2204.13303.0-ged19b370","Cortana","Cortana","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4948","8",,"False","4/19/2023 2:22:15 PM",,"10568",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","53672","53672","53149696","53149696","687120","687120","54374400","54374400","90583040","90583040","5227044864","932077568","True","Normal","53149696","53149696","255","1",,"System.Diagnostics.ProcessThreadCollection","720","5222850560","927883264","False",,,,"27877376","27877376",,"System.Diagnostics.ProcessModule (Cortana.exe)","00:00:00.2031250","00:00:00.5781250","00:00:00.3750000","Cortana","0","","True",,
"Creative Cloud","1","1017","2238424121344","200048640","167505920","141912","C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe","""C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe"" --showwindow=false --onOSstartup=true",,"Adobe Inc.","361.03125","5.10.0.573","5.10.0.573","Creative Cloud Desktop","Creative Cloud Desktop","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5000","8",,"False","4/19/2023 2:22:16 PM",,"14232",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","141912","141912","167505920","167505920","1078776","1078776","182263808","182263808","268169216","268169216","2238532898816","854937600","True","Normal","167505920","167505920","255","1",,"System.Diagnostics.ProcessThreadCollection","1017","2238424121344","746160128","False",,,,"200048640","200048640",,"System.Diagnostics.ProcessModule (Creative Cloud.exe)","00:03:37.5156250","00:06:01.0312500","00:02:23.5156250","Creative Cloud","0","","True",,
"Creative Cloud UI Helper","1","690","2247276359680","378372096","339030016","38560","C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe","""C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe"" --type=renderer --locales-dir-path=""C:\Program Files\Common Files\Adobe\Adobe Desktop Common\CEF\locales"" --log-severity=warning --user-agent=""Mozilla/5.0 (Windows NT 10.0.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 CreativeCloud/5.10.0.573"" --user-data-dir=""C:\Users\hybri\AppData\Local\CEF\User Data"" --no-sandbox --autoplay-policy=no-user-gesture-required --log-file=""C:\Users\hybri\AppData\Local\Temp\CreativeCloud\ACC\CEF.log"" --js-flags=--expose-gc --disable-gpu-compositing --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=86268593023 --mojo-platform-channel-handle=4836 --field-trial-handle=3120,i,6287189323525361896,1287192459167699110,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:1","System.Diagnostics.Process (Creative Cloud)","Adobe Inc.","488.078125","5.10.0.573","5.10.0.573","Creative Cloud UI Helper","Creative Cloud UI Helper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5048","8",,"False","4/20/2023 2:19:35 PM",,"10736",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","38560","38560","339030016","339030016","759528","759528","1409478656","1409478656","1497927680","1497927680","2247708753920","1440858112","True","Normal","339030016","339030016","255","1",,"System.Diagnostics.ProcessThreadCollection","690","2247276359680","1008463872","False",,,,"378372096","378372096",,"System.Diagnostics.ProcessModule (Creative Cloud UI Helper.exe)","00:04:05.7343750","00:08:08.0781250","00:04:02.3437500","Creative Cloud UI Helper","0","","True",,
"Creative Cloud UI Helper","1","305","2238033108992","20267008","13307904","23528","C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe","""C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --use-angle=swiftshader-webgl --use-gl=angle --locales-dir-path=""C:\Program Files\Common Files\Adobe\Adobe Desktop Common\CEF\locales"" --log-severity=warning --user-agent=""Mozilla/5.0 (Windows NT 10.0.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 CreativeCloud/5.10.0.573"" --lang=en --user-data-dir=""C:\Users\hybri\AppData\Local\CEF\User Data"" --log-file=""C:\Users\hybri\AppData\Local\Temp\CreativeCloud\ACC\CEF.log"" --mojo-platform-channel-handle=2960 --field-trial-handle=3120,i,6287189323525361896,1287192459167699110,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:8","System.Diagnostics.Process (Creative Cloud)","Adobe Inc.","2.515625","5.10.0.573","5.10.0.573","Creative Cloud UI Helper","Creative Cloud UI Helper","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5060","8",,"False","4/19/2023 2:22:17 PM",,"14652",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23528","23528","13307904","13307904","627648","627648","14036992","14036992","31965184","31965184","2238061420544","383459328","True","Normal","13307904","13307904","255","1",,"System.Diagnostics.ProcessThreadCollection","305","2238033108992","355147776","False",,,,"20267008","20267008",,"System.Diagnostics.ProcessModule (Creative Cloud UI Helper.exe)","00:00:00.6718750","00:00:02.5156250","00:00:01.8437500","Creative Cloud UI Helper","0","","True",,
"csrss","0","645","2203415007232","2990080","2101248","25216",,,,,,,,,,"Process",,,"13",,,,,"624",".",,,,"25216","25216","2101248","2101248","268680","268680","2703360","2703360","5992448","5992448","2203417239552","99016704",,,"2101248","2101248",,"0",,"System.Diagnostics.ProcessThreadCollection","645","2203415007232","96784384","False",,,,"2990080","2990080",,,,,,"csrss","0","","True",,
"csrss","1","935","2203477135360","4030464","3756032","39584",,,,,,,,,,"Process",,,"13",,,,,"748",".",,,,"39584","39584","3756032","3756032","374536","374536","22056960","22056960","25432064","25432064","2203502759936","184537088",,,"3756032","3756032",,"1",,"System.Diagnostics.ProcessThreadCollection","935","2203477135360","158912512","False",,,,"4030464","4030464",,,,,,"csrss","0","","True",,
"ctfmon","1","548","2203492564992","16265216","5853184","18536",,,,,"51.65625",,,,,"Process",,,"13",,"False","4/19/2023 2:21:58 PM",,"7900",".",,,,"18536","18536","5853184","5853184","265024","265024","5922816","5922816","21745664","21745664","2203495653376","177430528",,,"5853184","5853184",,"1",,"System.Diagnostics.ProcessThreadCollection","548","2203492564992","174342144","False",,,,"16265216","16265216",,,"00:00:33.8906250","00:00:51.6562500","00:00:17.7656250","ctfmon","0","","True",,
"Discord","1","213","296226816","7077888","13303808","14656","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe --type=crashpad-handler --user-data-dir=C:\Users\hybri\AppData\Roaming\discord /prefetch:7 --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\hybri\AppData\Roaming\discord\Crashpad --url=https://sentry.io/api/146342/minidump/?sentry_key=384ce4413de74fe0be270abe03b2b35a ""--annotation=_companyName=Discord Inc."" --annotation=_productName=Discord --annotation=_version=1.0.9012 --annotation=plat=Win32 --annotation=prod=Electron --annotation=ver=22.3.2 --initial-client-data=0x498,0x49c,0x4a0,0x494,0x4a4,0x7feef78,0x7feef88,0x7feef94","System.Diagnostics.Process (Discord)","Discord Inc.","0.234375","1.0.9012","1.0.9012","Discord","Discord","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4232","8",,"False","4/19/2023 2:22:15 PM",,"3624",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14656","14656","13303808","13303808","435248","435248","13586432","13586432","28041216","28041216","299261952","299261952","True","Normal","13303808","13303808","255","1",,"System.Diagnostics.ProcessThreadCollection","213","296226816","296226816","False",,,,"7077888","7077888",,"System.Diagnostics.ProcessModule (Discord.exe)","00:00:00.1562500","00:00:00.2343750","00:00:00.0781250","Discord","0","","True",,
"Discord","1","1051","503435264","65626112","57397248","54992","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe","""C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe"" ",,"Discord Inc.","56.90625","1.0.9012","1.0.9012","Discord","Discord","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3916","8",,"False","4/19/2023 2:22:15 PM",,"12132",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","54992","54992","57397248","57397248","713808","713808","75374592","75374592","102703104","102703104","594829312","594829312","True","Normal","57397248","57397248","255","1",,"System.Diagnostics.ProcessThreadCollection","1051","503435264","503435264","False",,,,"65626112","65626112",,"System.Diagnostics.ProcessModule (Discord.exe)","00:00:21.4218750","00:00:56.9062500","00:00:35.4843750","Discord","0","","True",,
"Discord","1","601","519200768","49319936","67174400","36544","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe","""C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe"" --type=gpu-process --user-data-dir=""C:\Users\hybri\AppData\Roaming\discord"" --gpu-preferences=UAAAAAAAAADgAAAYAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAQAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --mojo-platform-channel-handle=1644 --field-trial-handle=1760,i,6545419020233850282,1475039798531360261,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:2","System.Diagnostics.Process (Discord)","Discord Inc.","665.625","1.0.9012","1.0.9012","Discord","Discord","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1204","10",,"False","4/19/2023 2:22:15 PM",,"13540",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","36544","36544","67174400","67174400","679224","679224","67715072","67715072","96882688","96882688","555081728","555081728","True","AboveNormal","67174400","67174400","255","1",,"System.Diagnostics.ProcessThreadCollection","601","519200768","519200768","False",,,,"49319936","49319936",,"System.Diagnostics.ProcessModule (Discord.exe)","00:02:57.0625000","00:11:05.6250000","00:08:08.5625000","Discord","0","","True",,
"Discord","1","338","340410368","20385792","18006016","22672","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe","""C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --user-data-dir=""C:\Users\hybri\AppData\Roaming\discord"" --mojo-platform-channel-handle=2176 --field-trial-handle=1760,i,6545419020233850282,1475039798531360261,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand /prefetch:8","System.Diagnostics.Process (Discord)","Discord Inc.","13.46875","1.0.9012","1.0.9012","Discord","Discord","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3920","8",,"False","4/19/2023 2:22:15 PM",,"13656",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22672","22672","18006016","18006016","481272","481272","25735168","25735168","57470976","57470976","502116352","502116352","True","Normal","18006016","18006016","255","1",,"System.Diagnostics.ProcessThreadCollection","338","340410368","340410368","False",,,,"20385792","20385792",,"System.Diagnostics.ProcessModule (Discord.exe)","00:00:05.7500000","00:00:13.4687500","00:00:07.7187500","Discord","0","","True",,
"Discord","1","761","742076416","189218816","213397504","119320","C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe","""C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\Discord.exe"" --type=renderer --user-data-dir=""C:\Users\hybri\AppData\Roaming\discord"" --app-user-model-id=com.squirrel.Discord.Discord --app-path=""C:\Users\hybri\AppData\Local\Discord\app-1.0.9012\resources\app.asar"" --no-sandbox --no-zygote --autoplay-policy=no-user-gesture-required --lang=en-US --device-scale-factor=1.25 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1681939306198652 --launch-time-ticks=45542418 --mojo-platform-channel-handle=3772 --field-trial-handle=1760,i,6545419020233850282,1475039798531360261,131072 --disable-features=HardwareMediaKeyHandling,MediaSessionService,SpareRendererForSitePerProcess,WinRetrieveSuggestionsOnlyOnDemand --enable-node-leakage-in-renderers /prefetch:1","System.Diagnostics.Process (Discord)","Discord Inc.","7394.84375","1.0.9012","1.0.9012","Discord","Discord","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3656","8",,"False","4/19/2023 2:22:31 PM",,"18208",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","119320","119320","213397504","213397504","708320","708320","284205056","284205056","335622144","335622144","909012992","909012992","True","Normal","213397504","213397504","255","1",,"System.Diagnostics.ProcessThreadCollection","761","742076416","742076416","False",,,,"189218816","189218816",,"System.Diagnostics.ProcessModule (Discord.exe)","01:25:35.1718750","02:03:14.8437500","00:37:39.6718750","Discord","0","","True",,
